ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5254577,F,Y,N,2,97500.0,Working,Secondary / secondary special,Married,House / apartment,-20791,-4243,1,0,0,0,Laborers,4
5232954,F,N,Y,0,175500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18933,-6413,1,0,0,0,,2
5157415,F,N,N,0,178000.0,Working,Higher education,Married,House / apartment,-7694,-398,1,0,0,0,Drivers,2
5285392,M,N,N,0,105000.0,Pensioner,Higher education,Widow,House / apartment,-12521,365243,1,0,1,0,,1
5552700,F,N,Y,1,97000.0,Working,Secondary / secondary special,Married,House / apartment,-11137,-1807,1,0,0,0,Laborers,3
5273316,M,N,Y,0,358000.0,Working,Secondary / secondary special,Married,House / apartment,-17025,-7859,1,0,0,0,Managers,2
5293188,M,N,Y,0,140000.0,State servant,Secondary / secondary special,Married,House / apartment,-11613,-3312,1,0,1,0,High skill tech staff,2
5571986,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7920,365243,1,0,0,1,,2
5210129,M,Y,Y,0,243000.0,Working,Higher education,Single / not married,House / apartment,-15543,-2246,1,0,1,0,,1
5278962,M,N,N,0,213500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10670,365243,1,0,1,0,,2
5066742,M,N,Y,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-15428,-8458,1,0,1,0,,2
5661790,F,N,N,0,92000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12280,-2512,1,0,0,0,Laborers,2
5036858,F,N,Y,0,166000.0,State servant,Secondary / secondary special,Married,House / apartment,-10811,-1571,1,0,0,0,Drivers,2
5738966,F,N,Y,0,214000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9211,365243,1,0,0,0,,2
5463858,F,N,Y,0,161500.0,Working,Secondary / secondary special,Married,House / apartment,-8311,-509,1,1,0,0,Drivers,2
5229101,F,N,Y,0,232000.0,State servant,Secondary / secondary special,Married,House / apartment,-7744,-592,1,0,1,0,,2
5922910,F,Y,Y,1,264500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9901,-200,1,0,0,0,Core staff,3
5250342,F,Y,Y,0,113500.0,Working,Higher education,Separated,House / apartment,-15857,-7416,1,0,1,0,Sales staff,1
5753576,F,Y,Y,0,156000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17859,-3115,1,0,0,0,,1
5616459,F,N,N,0,104500.0,State servant,Secondary / secondary special,Married,House / apartment,-13087,-2300,1,0,0,1,Sales staff,2
5232896,F,N,Y,0,182000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14487,-2964,1,1,0,0,Laborers,2
5876086,M,Y,Y,1,237500.0,State servant,Secondary / secondary special,Married,Rented apartment,-24143,-3792,1,1,1,0,Laborers,3
5318419,M,N,N,1,163500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18475,365243,1,0,0,0,,3
5500254,F,N,N,0,96500.0,Working,Secondary / secondary special,Married,House / apartment,-21153,-5614,1,0,0,0,Managers,2
5657175,M,Y,N,0,69500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16082,-1523,1,0,0,0,Sales staff,1
5404971,F,Y,N,0,207500.0,Working,Secondary / secondary special,Married,House / apartment,-23643,-2588,1,0,1,0,Laborers,2
5477362,F,N,Y,0,132000.0,Pensioner,Higher education,Married,House / apartment,-16479,365243,1,0,0,0,,2
5219581,F,Y,Y,0,125500.0,Working,Secondary / secondary special,Married,House / apartment,-17787,-9364,1,0,0,0,Sales staff,2
5211635,F,Y,N,0,163000.0,Working,Higher education,Married,House / apartment,-11672,-2693,1,0,1,0,High skill tech staff,2
5834381,M,N,N,0,164000.0,Commercial associate,Higher education,Married,House / apartment,-12968,-841,1,0,0,0,Laborers,2
5764675,M,N,N,0,163500.0,Working,Secondary / secondary special,Married,With parents,-12807,-3439,1,1,1,1,Laborers,2
5791941,M,N,Y,0,131500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11102,-413,1,0,1,0,Sales staff,1
5184425,F,Y,Y,1,122500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9171,-2033,1,0,0,0,,2
5945547,F,N,N,0,44000.0,Commercial associate,Higher education,Married,House / apartment,-8204,-824,1,0,0,0,,2
5679377,F,Y,N,0,241500.0,Working,Higher education,Married,House / apartment,-20195,-13139,1,1,0,0,Drivers,2
5030004,F,N,Y,0,155000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15947,365243,1,0,1,0,,2
5294103,M,N,Y,0,125500.0,Commercial associate,Higher education,Married,House / apartment,-13473,-4939,1,0,0,0,,2
5771655,F,Y,Y,0,218500.0,Working,Secondary / secondary special,Married,House / apartment,-17453,-3512,1,0,1,0,,2
5343665,F,N,N,0,149500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12277,-4172,1,0,0,0,Sales staff,2
5275108,F,N,N,0,127000.0,State servant,Secondary / secondary special,Married,House / apartment,-12053,-4005,1,0,0,0,Drivers,2
5302650,F,N,Y,1,387000.0,Working,Higher education,Single / not married,House / apartment,-23895,-5363,1,0,0,0,,2
5786182,F,N,Y,0,514500.0,Pensioner,Higher education,Married,House / apartment,-9080,365243,1,0,0,0,,2
5926557,M,Y,N,0,132000.0,Working,Secondary / secondary special,Married,House / apartment,-23066,-12092,1,0,0,0,Core staff,2
5292840,M,N,Y,0,270500.0,Working,Secondary / secondary special,Married,House / apartment,-8509,-595,1,0,0,0,Managers,2
5460470,M,N,Y,0,161000.0,Working,Secondary / secondary special,Married,House / apartment,-19604,-2842,1,0,0,0,Drivers,2
5724262,M,N,Y,1,176500.0,Working,Secondary / secondary special,Married,House / apartment,-19806,-7047,1,1,0,0,Drivers,3
5374688,F,N,Y,0,120500.0,Commercial associate,Higher education,Married,House / apartment,-11430,-1170,1,0,0,0,Core staff,2
5865359,F,N,N,0,142000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8963,365243,1,0,0,0,,2
5691910,F,Y,Y,0,80000.0,Working,Secondary / secondary special,Married,With parents,-19964,-941,1,0,1,0,,2
5433973,F,Y,Y,0,159000.0,State servant,Secondary / secondary special,Separated,House / apartment,-7937,-1064,1,0,1,0,Drivers,1
5355088,M,N,N,0,238500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14560,-187,1,1,0,0,,2
5610094,M,N,Y,0,116500.0,Working,Higher education,Civil marriage,House / apartment,-12941,-5552,1,0,0,0,,2
5411528,F,N,Y,0,33500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22310,365243,1,0,0,0,,1
5362350,F,Y,Y,1,123000.0,Working,Secondary / secondary special,Married,House / apartment,-24410,-12461,1,0,0,0,Cleaning staff,3
5792663,F,N,N,0,90000.0,Working,Higher education,Married,With parents,-20506,-12314,1,0,1,0,Core staff,2
5252685,F,N,Y,0,109000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-14892,365243,1,1,1,0,,1
5898317,M,Y,Y,2,83000.0,State servant,Secondary / secondary special,Married,House / apartment,-13663,-6503,1,0,0,0,,4
5547585,M,Y,Y,0,155000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15304,365243,1,0,0,0,,2
5435080,F,Y,Y,0,128500.0,Working,Secondary / secondary special,Married,House / apartment,-21349,-7443,1,0,0,0,Core staff,2
5088846,F,Y,N,0,46500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10718,-453,1,0,0,0,Cleaning staff,1
5743296,F,N,Y,0,93500.0,Working,Higher education,Married,House / apartment,-18895,-1062,1,0,1,0,,2
5958880,F,Y,N,1,77500.0,Working,Higher education,Married,House / apartment,-20736,-2101,1,0,0,0,,3
5166876,F,N,Y,1,87500.0,Working,Secondary / secondary special,Married,House / apartment,-9373,-489,1,1,0,0,Drivers,3
5689485,F,N,Y,0,203500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23683,-14410,1,0,0,0,Managers,2
5546261,F,Y,N,0,239000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17298,-134,1,0,0,0,,2
5849889,F,N,Y,0,88500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-12593,-4856,1,1,1,0,Laborers,2
5920977,M,N,N,0,191000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13425,365243,1,0,0,0,,2
5306234,M,N,Y,1,183000.0,Working,Higher education,Married,House / apartment,-11309,-1669,1,0,0,0,Sales staff,3
5422360,M,Y,Y,0,322500.0,Working,Incomplete higher,Civil marriage,Municipal apartment,-16689,-3908,1,0,0,0,Sales staff,2
5668744,M,N,Y,0,249000.0,Working,Secondary / secondary special,Married,House / apartment,-15248,-6840,1,0,0,0,Managers,2
5675768,F,N,Y,0,306500.0,Working,Secondary / secondary special,Married,House / apartment,-9701,-1310,1,1,1,0,Drivers,2
5787089,F,N,Y,1,177000.0,Pensioner,Higher education,Married,House / apartment,-20410,365243,1,0,1,0,,3
5378094,F,N,N,0,112000.0,Working,Secondary / secondary special,Married,House / apartment,-9668,-2309,1,0,1,0,Core staff,2
5355873,F,N,Y,1,314000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8093,-1170,1,0,0,0,Laborers,2
5188737,M,N,Y,0,396500.0,Working,Secondary / secondary special,Married,House / apartment,-20230,-13164,1,0,0,0,Managers,2
5618547,M,N,Y,0,215000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18516,-9807,1,1,0,0,Sales staff,2
5115123,F,Y,Y,0,73000.0,Working,Incomplete higher,Widow,House / apartment,-22308,-7862,1,1,1,0,Laborers,1
5105156,F,N,N,0,325000.0,Working,Secondary / secondary special,Married,House / apartment,-16910,-1935,1,0,0,0,,2
5093718,M,N,Y,0,145500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8654,365243,1,0,1,0,,2
5460319,F,N,N,0,151000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23870,365243,1,0,0,0,,2
5426652,M,N,Y,1,160500.0,Working,Secondary / secondary special,Married,With parents,-12414,-4151,1,0,0,0,Sales staff,3
5476176,M,N,Y,0,51000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-24385,-6433,1,0,1,0,,1
5840541,F,N,Y,0,553500.0,Working,Secondary / secondary special,Married,House / apartment,-21678,-11381,1,0,0,0,,2
5797601,F,Y,Y,0,224500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23091,365243,1,0,0,0,,2
5635700,F,Y,Y,1,276500.0,Working,Secondary / secondary special,Married,House / apartment,-21459,-10230,1,1,1,0,Laborers,3
5517385,M,N,Y,0,199500.0,State servant,Secondary / secondary special,Married,House / apartment,-13144,-4937,1,0,0,0,,2
5343773,M,N,Y,0,266000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20835,-12359,1,0,0,0,Medicine staff,1
5479066,F,N,Y,0,362500.0,Working,Higher education,Civil marriage,House / apartment,-14149,-4690,1,1,0,0,Managers,2
5019415,F,Y,N,0,168000.0,Working,Higher education,Married,House / apartment,-22112,-14804,1,0,0,0,Private service staff,2
5982084,F,N,Y,0,154500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22273,-8934,1,0,1,0,Laborers,1
5683616,M,Y,Y,0,195000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24049,365243,1,0,0,0,,2
5915212,F,Y,Y,2,232500.0,Working,Secondary / secondary special,Married,Rented apartment,-15698,-4243,1,0,0,0,Managers,4
5417694,F,Y,N,0,93500.0,Working,Secondary / secondary special,Married,House / apartment,-19287,-963,1,0,0,0,Core staff,2
5417953,M,Y,Y,3,133500.0,Working,Higher education,Civil marriage,House / apartment,-14077,-2829,1,0,1,0,Accountants,5
5835557,F,N,Y,0,145000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19697,-1696,1,0,1,0,Sales staff,1
5947237,F,N,Y,1,350500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8498,-654,1,1,0,1,Laborers,2
5503698,M,N,Y,0,187000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-24387,-13547,1,0,0,0,,2
5869188,M,Y,N,0,187500.0,Working,Higher education,Married,House / apartment,-19416,-4960,1,0,0,0,Sales staff,2
5025364,F,N,Y,0,199000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10014,365243,1,0,0,0,,1
5650779,M,N,N,5,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17136,-7686,1,1,0,0,Laborers,7
5301728,F,N,N,0,82500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12713,-3511,1,1,0,0,Sales staff,1
5786604,M,N,Y,2,218000.0,Working,Secondary / secondary special,Separated,House / apartment,-17811,-4430,1,0,0,0,,3
5044855,F,Y,Y,1,210500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9520,-590,1,0,1,1,,2
5973611,F,Y,N,0,377500.0,Pensioner,Higher education,Married,House / apartment,-12533,-1905,1,0,0,0,Core staff,2
5493412,F,N,Y,2,303000.0,Pensioner,Higher education,Separated,House / apartment,-13008,365243,1,0,0,0,,3
5214540,F,Y,Y,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16690,-4511,1,1,1,0,Core staff,3
5825184,M,N,N,0,76000.0,Commercial associate,Higher education,Married,House / apartment,-22496,-11414,1,0,0,0,High skill tech staff,2
5218055,M,N,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20035,-7375,1,0,0,0,High skill tech staff,2
5782904,F,Y,Y,0,121000.0,Working,Secondary / secondary special,Married,House / apartment,-14242,-4839,1,1,1,0,Managers,2
5125456,M,Y,Y,0,140500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11603,365243,1,0,0,0,,1
5505614,F,Y,Y,0,59500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18569,-7015,1,0,0,0,Laborers,2
5469782,M,N,N,0,146500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20789,-5871,1,0,1,0,Managers,2
5373641,F,N,N,1,145000.0,Working,Secondary / secondary special,Married,House / apartment,-13446,-4133,1,0,0,0,High skill tech staff,3
5587396,M,N,N,0,208500.0,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,-20399,-68,1,0,0,0,High skill tech staff,2
5807384,F,Y,N,0,206000.0,Working,Higher education,Single / not married,House / apartment,-21656,-5239,1,1,0,0,Laborers,1
5764645,F,Y,N,0,127500.0,State servant,Higher education,Married,House / apartment,-14104,-5033,1,0,1,0,Laborers,2
5602264,F,Y,Y,0,122000.0,Working,Secondary / secondary special,Married,House / apartment,-14855,-7463,1,0,0,0,Sales staff,2
5213409,F,N,Y,0,154500.0,Working,Secondary / secondary special,Widow,House / apartment,-12399,-2064,1,0,0,0,Core staff,1
5881162,M,N,Y,2,120500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-14484,-1915,1,1,0,0,,4
5195410,M,Y,Y,0,127000.0,Commercial associate,Higher education,Married,House / apartment,-14347,-7635,1,1,1,0,,2
5968087,M,N,Y,0,272500.0,Pensioner,Higher education,Separated,Office apartment,-9524,365243,1,0,0,0,,1
5366920,M,N,Y,0,118000.0,Working,Higher education,Separated,House / apartment,-13720,-911,1,0,0,0,Sales staff,1
5656969,F,N,Y,0,60500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-14670,-3073,1,0,0,0,Laborers,2
5529664,M,N,N,0,201000.0,Working,Secondary / secondary special,Separated,House / apartment,-8642,-373,1,0,1,0,High skill tech staff,1
5687217,F,Y,Y,0,74000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20716,-9492,1,1,0,0,Laborers,2
5563086,F,Y,Y,0,199500.0,Working,Incomplete higher,Married,House / apartment,-14714,-2548,1,1,0,0,,2
5256366,M,N,Y,0,221000.0,Commercial associate,Higher education,Married,House / apartment,-23273,-4588,1,1,1,0,Laborers,2
5453277,F,Y,Y,1,117000.0,Commercial associate,Higher education,Married,House / apartment,-14409,-6721,1,1,1,0,,3
5880864,F,Y,Y,0,221500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13159,-1215,1,0,1,0,High skill tech staff,2
5711134,F,N,Y,0,191500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-14379,-5865,1,1,0,0,Laborers,1
5704104,F,Y,Y,1,145000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23112,-9209,1,0,1,0,Managers,3
5056243,M,N,N,0,337500.0,Commercial associate,Higher education,Widow,House / apartment,-17289,-5735,1,0,0,0,Laborers,1
5822245,F,Y,Y,0,98000.0,Working,Higher education,Married,House / apartment,-8833,-903,1,0,1,0,,2
5624759,F,N,N,1,102500.0,Working,Secondary / secondary special,Married,House / apartment,-22309,-14342,1,0,1,0,Laborers,3
5530361,F,N,Y,0,141000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7920,365243,1,0,0,0,,2
5259803,F,N,Y,0,445000.0,Working,Secondary / secondary special,Married,House / apartment,-8839,-2142,1,1,0,0,Sales staff,2
5858501,M,N,Y,2,237000.0,Working,Secondary / secondary special,Married,House / apartment,-8052,-375,1,0,0,0,Laborers,4
5355000,F,N,Y,0,236000.0,Working,Secondary / secondary special,Married,House / apartment,-17437,-10720,1,0,1,0,,2
5523542,F,Y,N,0,287500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21128,-11221,1,0,0,0,Cooking staff,2
5616665,F,Y,N,0,173500.0,Working,Higher education,Single / not married,House / apartment,-16405,-8841,1,0,0,0,Managers,1
5942735,F,Y,Y,0,107500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12240,-2929,1,1,0,0,Drivers,2
5895211,F,N,N,0,152500.0,Working,Higher education,Married,House / apartment,-21914,-1611,1,0,1,0,,2
5533645,F,N,Y,0,119000.0,Working,Secondary / secondary special,Separated,House / apartment,-12872,-2613,1,1,1,0,,1
5900834,F,Y,Y,0,78000.0,Working,Secondary / secondary special,Married,House / apartment,-24546,-8738,1,1,0,0,,2
5750709,M,N,Y,1,126500.0,Working,Higher education,Married,House / apartment,-10832,-2288,1,0,0,0,Laborers,3
5032445,F,N,N,0,129000.0,Pensioner,Higher education,Separated,House / apartment,-17263,365243,1,0,1,0,,1
5629568,F,N,Y,0,401000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11994,-4441,1,1,0,0,Accountants,1
5751729,M,N,Y,0,128500.0,Working,Higher education,Civil marriage,House / apartment,-21646,-6406,1,0,1,0,,2
5684405,F,N,Y,0,129000.0,Working,Secondary / secondary special,Married,House / apartment,-17245,-1324,1,0,1,0,Managers,2
5984542,M,Y,N,0,178000.0,State servant,Secondary / secondary special,Married,House / apartment,-22255,-7336,1,0,1,0,,2
5398820,F,Y,N,0,129500.0,Pensioner,Higher education,Married,House / apartment,-13828,365243,1,0,0,0,,2
5477820,M,N,Y,1,154500.0,Working,Higher education,Single / not married,House / apartment,-20206,-5971,1,0,0,0,,2
5145859,F,Y,Y,0,146500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10365,-1718,1,1,1,0,Laborers,2
5336066,M,N,N,0,102000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21638,-9975,1,1,0,0,Sales staff,1
5298191,M,N,Y,0,309000.0,Working,Secondary / secondary special,Married,House / apartment,-19113,-10283,1,0,1,0,Accountants,2
5179652,F,N,N,0,166000.0,Working,Higher education,Married,With parents,-11465,-1621,1,1,0,0,,2
5300707,M,Y,Y,0,157000.0,Pensioner,Higher education,Civil marriage,House / apartment,-19692,365243,1,0,0,0,,2
5329168,M,N,Y,0,267000.0,Working,Secondary / secondary special,Married,House / apartment,-11070,-3422,1,0,1,1,,2
5865181,M,N,Y,0,432500.0,Working,Secondary / secondary special,Married,House / apartment,-11562,-1834,1,1,1,0,Cooking staff,2
5448472,F,N,Y,0,150500.0,Working,Higher education,Married,House / apartment,-14590,-2172,1,0,0,0,Sales staff,2
5039016,F,N,Y,0,61500.0,State servant,Secondary / secondary special,Married,House / apartment,-7729,-744,1,1,0,0,Managers,2
5890140,F,Y,Y,0,237500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15567,-2481,1,0,0,0,Managers,2
5846449,F,N,N,2,170500.0,Working,Secondary / secondary special,Married,House / apartment,-23442,-10485,1,0,0,0,Medicine staff,4
5310982,M,N,N,0,177000.0,Working,Secondary / secondary special,Married,House / apartment,-13722,-3679,1,0,0,0,Laborers,2
5219903,F,N,N,0,300500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8941,365243,1,0,0,0,,2
5136767,M,N,Y,1,87000.0,Working,Secondary / secondary special,Married,House / apartment,-8092,-1194,1,0,1,0,Drivers,3
5647936,F,Y,Y,0,108000.0,Pensioner,Higher education,Married,House / apartment,-20745,365243,1,0,1,0,,2
5823558,F,Y,N,0,132000.0,Working,Secondary / secondary special,Widow,Municipal apartment,-10223,-744,1,0,0,0,,1
5859120,M,N,Y,0,273000.0,Working,Secondary / secondary special,Married,House / apartment,-24513,-13371,1,0,0,0,Laborers,2
5209808,M,Y,N,0,86500.0,Working,Secondary / secondary special,Married,House / apartment,-17811,-7647,1,1,0,0,Managers,2
5581863,M,N,N,1,162500.0,Working,Secondary / secondary special,Separated,House / apartment,-17684,-7994,1,1,1,0,Drivers,2
5629134,M,Y,Y,2,173000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14681,365243,1,0,1,0,,4
5249241,F,N,N,1,63500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15071,-7324,1,0,0,0,Laborers,3
5181881,M,N,Y,0,97000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16958,-9980,1,1,0,0,,2
5833333,M,N,N,0,265500.0,Working,Secondary / secondary special,Married,With parents,-17990,-2098,1,0,0,0,Laborers,2
5905249,F,Y,Y,0,282000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16112,-2111,1,1,0,0,Core staff,1
5095699,M,N,Y,0,119500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13691,365243,1,0,0,0,,1
5299974,F,Y,N,1,82000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12826,-3649,1,0,0,0,Laborers,3
5168358,F,Y,N,0,179500.0,Working,Higher education,Married,House / apartment,-19702,-12410,1,0,1,0,Laborers,2
5925259,M,N,Y,0,71000.0,Working,Secondary / secondary special,Married,House / apartment,-9197,-618,1,0,1,0,Laborers,2
5920653,F,N,Y,2,438500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19511,-4895,1,0,1,0,Laborers,4
5786056,M,N,Y,0,300000.0,Working,Secondary / secondary special,Married,House / apartment,-10953,-3214,1,1,1,0,Medicine staff,2
5966308,F,N,Y,0,124000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15347,-6089,1,0,0,1,Managers,1
5660093,F,N,Y,0,94000.0,Working,Higher education,Married,House / apartment,-21871,-6061,1,0,1,0,Laborers,2
5300504,F,N,Y,0,220500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15527,-4905,1,1,0,0,High skill tech staff,1
5849002,M,N,N,0,164000.0,Working,Higher education,Married,House / apartment,-22714,-3724,1,1,0,0,Sales staff,2
5381746,M,Y,N,0,259000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11032,365243,1,1,0,0,,2
5372877,F,N,Y,0,162000.0,Working,Secondary / secondary special,Separated,House / apartment,-18122,-8877,1,0,0,0,Laborers,1
5492131,F,Y,Y,0,100000.0,State servant,Secondary / secondary special,Married,House / apartment,-23455,-12125,1,0,1,0,,2
5875034,M,N,Y,0,310500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14295,-4195,1,0,1,0,,1
5652803,M,N,N,0,184000.0,State servant,Higher education,Civil marriage,House / apartment,-14441,-6416,1,0,1,0,Sales staff,2
5279257,M,Y,N,2,320500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21471,-13560,1,0,0,0,Laborers,4
5027697,M,N,N,0,112000.0,Working,Secondary / secondary special,Separated,With parents,-17458,-10112,1,0,0,0,Laborers,1
5628854,M,Y,N,1,308500.0,Working,Higher education,Married,House / apartment,-15457,-5122,1,0,0,0,,3
5158700,F,N,Y,0,392500.0,Working,Secondary / secondary special,Married,House / apartment,-16741,-1955,1,0,1,0,,2
5841579,M,N,Y,0,79000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7711,-1103,1,0,0,0,,2
5741443,M,N,Y,0,177000.0,Pensioner,Higher education,Single / not married,House / apartment,-17539,365243,1,0,0,0,,1
5580382,M,Y,Y,1,178500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20433,-7491,1,1,0,0,Laborers,3
5627289,F,N,Y,0,272500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17443,-2658,1,0,1,0,Drivers,2
5423770,M,N,Y,0,245500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9057,-1787,1,0,0,0,Laborers,1
5379566,M,N,Y,1,191500.0,Working,Higher education,Married,House / apartment,-18722,-11985,1,0,1,0,Laborers,3
5632682,M,N,Y,0,238000.0,Working,Higher education,Separated,With parents,-13005,-1149,1,0,1,0,,1
5115581,F,Y,Y,0,376500.0,Working,Secondary / secondary special,Married,House / apartment,-14215,-1001,1,0,0,0,,2
5293611,F,Y,Y,0,263000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11840,-2024,1,0,0,0,,1
5238003,M,N,N,0,113500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18664,-11965,1,0,0,0,,1
5967910,M,N,Y,0,228500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17225,-2047,1,0,0,0,Managers,1
5535513,F,N,N,0,156500.0,Working,Higher education,Married,House / apartment,-17426,-3454,1,1,0,0,Laborers,2
5489079,M,Y,N,0,102500.0,State servant,Secondary / secondary special,Married,House / apartment,-12138,-949,1,0,0,0,Managers,2
5207100,F,Y,N,1,196500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12294,-1664,1,0,0,0,,2
5420587,F,N,Y,1,183000.0,Working,Secondary / secondary special,Married,House / apartment,-18918,-12011,1,0,0,1,Drivers,3
5375609,F,N,Y,2,294500.0,Pensioner,Higher education,Widow,House / apartment,-9955,365243,1,0,1,0,,3
5886932,M,N,Y,0,285000.0,Working,Higher education,Married,House / apartment,-9038,-1535,1,0,1,0,Security staff,2
5247370,F,N,Y,0,133500.0,Working,Secondary / secondary special,Separated,With parents,-9310,-56,1,0,0,0,Sales staff,1
5771771,F,N,Y,2,102500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20447,365243,1,0,1,0,,4
5665564,M,Y,N,0,198500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17491,-7430,1,0,1,0,Core staff,2
5546815,M,N,Y,0,57500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22784,-2053,1,0,0,0,,2
5638481,F,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10359,365243,1,0,0,0,,2
5822971,F,N,Y,0,117500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8470,-993,1,0,1,0,Drivers,2
5023969,F,Y,Y,0,438000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-9224,-1043,1,0,0,0,,1
5401906,F,N,N,0,98000.0,Commercial associate,Secondary / secondary special,Married,With parents,-10779,-212,1,0,0,0,,2
5840890,F,Y,Y,1,144500.0,Working,Higher education,Civil marriage,House / apartment,-13127,-4254,1,1,0,0,Sales staff,3
